quarter,industry1,industry2,occupation1,job_vacancy_rate
"2016-Q1","services","real estate services","clerical, sales and services workers","3.1"
"2016-Q1","services","real estate services","production and transport operators, cleaners and labourers","2.3"
"2016-Q1","services","professional services","total","2.5"
"2016-Q1","services","professional services","professional, managers, executive and technicians","2.5"
"2016-Q1","services","professional services","clerical, sales and services workers","3.5"
"2016-Q1","services","professional services","production and transport operators, cleaners and labourers","1.8"
"2016-Q1","services","administrative and support services","total","3.3"
"2016-Q1","services","administrative and support services","professional, managers, executive and technicians","3.6"
"2016-Q1","services","administrative and support services","clerical, sales and services workers","4.5"
"2016-Q1","services","administrative and support services","production and transport operators, cleaners and labourers","2.2"
"2016-Q1","services","community, social and personal services","total","3.1"
"2016-Q1","services","community, social and personal services","professional, managers, executive and technicians","3.1"
"2016-Q1","services","community, social and personal services","clerical, sales and services workers","3"
"2016-Q1","services","community, social and personal services","production and transport operators, cleaners and labourers","3.9"
"2016-Q1","others","others","total","1.5"
"2016-Q1","others","others","professional, managers, executive and technicians","1.9"
"2016-Q1","others","others","clerical, sales and services workers","-"
"2016-Q1","others","others","production and transport operators, cleaners and labourers","0.9"
"2016-Q2","total","total","total","2.4"
"2016-Q2","total","total","professional, managers, executive and technicians","2.7"
"2016-Q2","total","total","clerical, sales and services workers","3.2"
"2016-Q2","total","total","production and transport operators, cleaners and labourers","1.6"
"2016-Q2","manufacturing","food, beverages and tobacco","total","2.4"
"2016-Q2","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","1.8"
"2016-Q2","manufacturing","food, beverages and tobacco","clerical, sales and services workers","3.7"
"2016-Q2","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","1.9"
"2016-Q2","manufacturing","paper,rubber,plastic products and printing","total","1.3"
"2016-Q2","manufacturing","paper,rubber,plastic products and printing","professional, managers, executive and technicians","1.5"
"2016-Q2","manufacturing","paper,rubber,plastic products and printing","clerical, sales and services workers","-"
"2016-Q2","manufacturing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers","1.2"
"2016-Q2","manufacturing","petroleum, chemical and pharmaceutical products","total","1.7"
"2016-Q2","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","1.6"
"2016-Q2","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2016-Q2","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","2"
"2016-Q2","manufacturing","fabricated metal products, machinery and equipment","total","1.3"
"2016-Q2","manufacturing","fabricated metal products, machinery and equipment","professional, managers, executive and technicians","1.3"
"2016-Q2","manufacturing","fabricated metal products, machinery and equipment","clerical, sales and services workers","-"
"2016-Q2","manufacturing","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers","1.3"
"2016-Q2","manufacturing","electronic, computer and optical products","total","2.3"
"2016-Q2","manufacturing","electronic, computer and optical products","professional, managers, executive and technicians","2.4"
"2016-Q2","manufacturing","electronic, computer and optical products","clerical, sales and services workers","-"
"2016-Q2","manufacturing","electronic, computer and optical products","production and transport operators, cleaners and labourers","2.3"
"2016-Q2","manufacturing","transport equipment","total","0.9"
"2016-Q2","manufacturing","transport equipment","professional, managers, executive and technicians","1.8"
"2016-Q2","manufacturing","transport equipment","clerical, sales and services workers","-"
"2016-Q2","manufacturing","transport equipment","production and transport operators, cleaners and labourers","0.4"
"2016-Q2","manufacturing","other manufacturing industries","total","2.5"
"2016-Q2","manufacturing","other manufacturing industries","professional, managers, executive and technicians","2.5"
"2016-Q2","manufacturing","other manufacturing industries","clerical, sales and services workers","-"
"2016-Q2","manufacturing","other manufacturing industries","production and transport operators, cleaners and labourers","2.7"
"2016-Q2","construction","construction","total","0.6"
"2016-Q2","construction","construction","professional, managers, executive and technicians","1.2"
"2016-Q2","construction","construction","clerical, sales and services workers","1.1"
"2016-Q2","construction","construction","production and transport operators, cleaners and labourers","0.4"
"2016-Q2","services","wholesale and retail trade","total","2.7"
"2016-Q2","services","wholesale and retail trade","professional, managers, executive and technicians","2.3"
"2016-Q2","services","wholesale and retail trade","clerical, sales and services workers","3.6"
"2016-Q2","services","wholesale and retail trade","production and transport operators, cleaners and labourers","1.7"
"2016-Q2","services","transportation and storage","total","2.2"
"2016-Q2","services","transportation and storage","professional, managers, executive and technicians","2"
"2016-Q2","services","transportation and storage","clerical, sales and services workers","2.3"
"2016-Q2","services","transportation and storage","production and transport operators, cleaners and labourers","2.3"
"2016-Q2","services","accommodation and food services","total","4.1"
"2016-Q2","services","accommodation and food services","professional, managers, executive and technicians","3.1"
"2016-Q2","services","accommodation and food services","clerical, sales and services workers","4.3"
"2016-Q2","services","accommodation and food services","production and transport operators, cleaners and labourers","4.6"
"2016-Q2","services","information and communications","total","3.8"
"2016-Q2","services","information and communications","professional, managers, executive and technicians","4"
"2016-Q2","services","information and communications","clerical, sales and services workers","3.2"
"2016-Q2","services","information and communications","production and transport operators, cleaners and labourers","2.1"
"2016-Q2","services","financial and insurance services","total","2.4"
"2016-Q2","services","financial and insurance services","professional, managers, executive and technicians","2.4"
"2016-Q2","services","financial and insurance services","clerical, sales and services workers","1.9"
"2016-Q2","services","financial and insurance services","production and transport operators, cleaners and labourers","4.9"
"2016-Q2","services","real estate services","total","3.4"
"2016-Q2","services","real estate services","professional, managers, executive and technicians","2.8"
"2016-Q2","services","real estate services","clerical, sales and services workers","4.3"
"2016-Q2","services","real estate services","production and transport operators, cleaners and labourers","3.6"
"2016-Q2","services","professional services","total","2.9"
"2016-Q2","services","professional services","professional, managers, executive and technicians","3.2"
"2016-Q2","services","professional services","clerical, sales and services workers","2.5"
"2016-Q2","services","professional services","production and transport operators, cleaners and labourers","2.1"
"2016-Q2","services","administrative and support services","total","3"
"2016-Q2","services","administrative and support services","professional, managers, executive and technicians","3.1"
"2016-Q2","services","administrative and support services","clerical, sales and services workers","4"
"2016-Q2","services","administrative and support services","production and transport operators, cleaners and labourers","2.2"
"2016-Q2","services","community, social and personal services","total","3.3"
"2016-Q2","services","community, social and personal services","professional, managers, executive and technicians","3.4"
"2016-Q2","services","community, social and personal services","clerical, sales and services workers","2.5"
"2016-Q2","services","community, social and personal services","production and transport operators, cleaners and labourers","3.7"
"2016-Q2","others","others","total","2.1"
"2016-Q2","others","others","professional, managers, executive and technicians","1.7"
"2016-Q2","others","others","clerical, sales and services workers","6.9"
"2016-Q2","others","others","production and transport operators, cleaners and labourers","2.3"
"2016-Q3","total","total","total","2.4"
"2016-Q3","total","total","professional, managers, executive and technicians","2.5"
"2016-Q3","total","total","clerical, sales and services workers","3.6"
"2016-Q3","total","total","production and transport operators, cleaners and labourers","1.7"
"2016-Q3","manufacturing","food, beverages and tobacco","total","2.3"
"2016-Q3","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","1.5"
"2016-Q3","manufacturing","food, beverages and tobacco","clerical, sales and services workers","3"
"2016-Q3","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","2.2"
"2016-Q3","manufacturing","paper,rubber,plastic products and printing","total","1"
"2016-Q3","manufacturing","paper,rubber,plastic products and printing","professional, managers, executive and technicians","-"
"2016-Q3","manufacturing","paper,rubber,plastic products and printing","clerical, sales and services workers","-"
"2016-Q3","manufacturing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers","1.2"
"2016-Q3","manufacturing","petroleum, chemical and pharmaceutical products","total","1.8"
"2016-Q3","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","1.9"
"2016-Q3","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2016-Q3","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","1.6"
"2016-Q3","manufacturing","fabricated metal products, machinery and equipment","total","1.1"
"2016-Q3","manufacturing","fabricated metal products, machinery and equipment","professional, managers, executive and technicians","1.2"
"2016-Q3","manufacturing","fabricated metal products, machinery and equipment","clerical, sales and services workers","1.1"
"2016-Q3","manufacturing","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers","1"
"2016-Q3","manufacturing","electronic, computer and optical products","total","2.6"
"2016-Q3","manufacturing","electronic, computer and optical products","professional, managers, executive and technicians","2"
"2016-Q3","manufacturing","electronic, computer and optical products","clerical, sales and services workers","-"
"2016-Q3","manufacturing","electronic, computer and optical products","production and transport operators, cleaners and labourers","3.4"
"2016-Q3","manufacturing","transport equipment","total","1"
"2016-Q3","manufacturing","transport equipment","professional, managers, executive and technicians","1.4"
"2016-Q3","manufacturing","transport equipment","clerical, sales and services workers","-"
"2016-Q3","manufacturing","transport equipment","production and transport operators, cleaners and labourers","0.8"
"2016-Q3","manufacturing","other manufacturing industries","total","1.9"
"2016-Q3","manufacturing","other manufacturing industries","professional, managers, executive and technicians","2.1"
"2016-Q3","manufacturing","other manufacturing industries","clerical, sales and services workers","2"
"2016-Q3","manufacturing","other manufacturing industries","production and transport operators, cleaners and labourers","1.8"
"2016-Q3","construction","construction","total","0.7"
"2016-Q3","construction","construction","professional, managers, executive and technicians","1.2"
"2016-Q3","construction","construction","clerical, sales and services workers","0.9"
"2016-Q3","construction","construction","production and transport operators, cleaners and labourers","0.5"
"2016-Q3","services","wholesale and retail trade","total","2.7"
"2016-Q3","services","wholesale and retail trade","professional, managers, executive and technicians","2.2"
"2016-Q3","services","wholesale and retail trade","clerical, sales and services workers","3.6"
"2016-Q3","services","wholesale and retail trade","production and transport operators, cleaners and labourers","1.8"
"2016-Q3","services","transportation and storage","total","1.8"
"2016-Q3","services","transportation and storage","professional, managers, executive and technicians","1.7"
"2016-Q3","services","transportation and storage","clerical, sales and services workers","2.2"
"2016-Q3","services","transportation and storage","production and transport operators, cleaners and labourers","1.7"
"2016-Q3","services","accommodation and food services","total","4.5"
"2016-Q3","services","accommodation and food services","professional, managers, executive and technicians","2.3"
"2016-Q3","services","accommodation and food services","clerical, sales and services workers","4.9"
"2016-Q3","services","accommodation and food services","production and transport operators, cleaners and labourers","5.7"
"2016-Q3","services","information and communications","total","4.3"
"2016-Q3","services","information and communications","professional, managers, executive and technicians","4.5"
"2016-Q3","services","information and communications","clerical, sales and services workers","3.6"
"2016-Q3","services","information and communications","production and transport operators, cleaners and labourers","-"
"2016-Q3","services","financial and insurance services","total","2.3"
"2016-Q3","services","financial and insurance services","professional, managers, executive and technicians","2.3"
"2016-Q3","services","financial and insurance services","clerical, sales and services workers","2.2"
"2016-Q3","services","financial and insurance services","production and transport operators, cleaners and labourers","-"
"2016-Q3","services","real estate services","total","3.4"
"2016-Q3","services","real estate services","professional, managers, executive and technicians","2.8"
"2016-Q3","services","real estate services","clerical, sales and services workers","4.2"
"2016-Q3","services","real estate services","production and transport operators, cleaners and labourers","3.6"
"2016-Q3","services","professional services","total","2.5"
"2016-Q3","services","professional services","professional, managers, executive and technicians","2.7"
"2016-Q3","services","professional services","clerical, sales and services workers","2.5"
"2016-Q3","services","professional services","production and transport operators, cleaners and labourers","1.1"
"2016-Q3","services","administrative and support services","total","3.9"
"2016-Q3","services","administrative and support services","professional, managers, executive and technicians","3.2"
"2016-Q3","services","administrative and support services","clerical, sales and services workers","4.9"
"2016-Q3","services","administrative and support services","production and transport operators, cleaners and labourers","3.3"
"2016-Q3","services","community, social and personal services","total","3.2"
"2016-Q3","services","community, social and personal services","professional, managers, executive and technicians","3.2"
"2016-Q3","services","community, social and personal services","clerical, sales and services workers","3.3"
"2016-Q3","services","community, social and personal services","production and transport operators, cleaners and labourers","2.9"
"2016-Q3","others","others","total","1.9"
"2016-Q3","others","others","professional, managers, executive and technicians","1.2"
"2016-Q3","others","others","clerical, sales and services workers","-"
"2016-Q3","others","others","production and transport operators, cleaners and labourers","2.6"
"2016-Q4","total","total","total","2.2"
"2016-Q4","total","total","professional, managers, executive and technicians","2.4"
"2016-Q4","total","total","clerical, sales and services workers","2.8"
"2016-Q4","total","total","production and transport operators, cleaners and labourers","1.5"
"2016-Q4","manufacturing","food, beverages and tobacco","total","1.3"
"2016-Q4","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","0.9"
"2016-Q4","manufacturing","food, beverages and tobacco","clerical, sales and services workers","1.3"
"2016-Q4","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","1.5"
"2016-Q4","manufacturing","paper,rubber,plastic products and printing","total","1.6"
"2016-Q4","manufacturing","paper,rubber,plastic products and printing","professional, managers, executive and technicians","1"
"2016-Q4","manufacturing","paper,rubber,plastic products and printing","clerical, sales and services workers","-"
"2016-Q4","manufacturing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers","2"
"2016-Q4","manufacturing","petroleum, chemical and pharmaceutical products","total","1.5"
"2016-Q4","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","1.5"
"2016-Q4","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2016-Q4","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","1.3"
"2016-Q4","manufacturing","fabricated metal products, machinery and equipment","total","0.8"
"2016-Q4","manufacturing","fabricated metal products, machinery and equipment","professional, managers, executive and technicians","0.9"
"2016-Q4","manufacturing","fabricated metal products, machinery and equipment","clerical, sales and services workers","-"
"2016-Q4","manufacturing","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers","0.8"
"2016-Q4","manufacturing","electronic, computer and optical products","total","2.9"
"2016-Q4","manufacturing","electronic, computer and optical products","professional, managers, executive and technicians","2.3"
"2016-Q4","manufacturing","electronic, computer and optical products","clerical, sales and services workers","-"
"2016-Q4","manufacturing","electronic, computer and optical products","production and transport operators, cleaners and labourers","3.9"
"2016-Q4","manufacturing","transport equipment","total","0.7"
"2016-Q4","manufacturing","transport equipment","professional, managers, executive and technicians","1.3"
"2016-Q4","manufacturing","transport equipment","clerical, sales and services workers","-"
"2016-Q4","manufacturing","transport equipment","production and transport operators, cleaners and labourers","0.4"
"2016-Q4","manufacturing","other manufacturing industries","total","1.3"
"2016-Q4","manufacturing","other manufacturing industries","professional, managers, executive and technicians","1.8"
"2016-Q4","manufacturing","other manufacturing industries","clerical, sales and services workers","-"
"2016-Q4","manufacturing","other manufacturing industries","production and transport operators, cleaners and labourers","1.1"
"2016-Q4","construction","construction","total","0.6"
"2016-Q4","construction","construction","professional, managers, executive and technicians","1"
"2016-Q4","construction","construction","clerical, sales and services workers","1"
"2016-Q4","construction","construction","production and transport operators, cleaners and labourers","0.4"
"2016-Q4","services","wholesale and retail trade","total","2.5"
"2016-Q4","services","wholesale and retail trade","professional, managers, executive and technicians","1.9"
"2016-Q4","services","wholesale and retail trade","clerical, sales and services workers","3.4"
"2016-Q4","services","wholesale and retail trade","production and transport operators, cleaners and labourers","1.9"
"2016-Q4","services","transportation and storage","total","1.5"
"2016-Q4","services","transportation and storage","professional, managers, executive and technicians","1.2"
"2016-Q4","services","transportation and storage","clerical, sales and services workers","1.5"
"2016-Q4","services","transportation and storage","production and transport operators, cleaners and labourers","1.6"
"2016-Q4","services","accommodation and food services","total","3.9"
"2016-Q4","services","accommodation and food services","professional, managers, executive and technicians","3"
"2016-Q4","services","accommodation and food services","clerical, sales and services workers","3.8"
"2016-Q4","services","accommodation and food services","production and transport operators, cleaners and labourers","5.6"
"2016-Q4","services","information and communications","total","3.6"
"2016-Q4","services","information and communications","professional, managers, executive and technicians","4"
"2016-Q4","services","information and communications","clerical, sales and services workers","1.2"
"2016-Q4","services","information and communications","production and transport operators, cleaners and labourers","-"
"2016-Q4","services","financial and insurance services","total","2.5"
"2016-Q4","services","financial and insurance services","professional, managers, executive and technicians","2.5"
"2016-Q4","services","financial and insurance services","clerical, sales and services workers","2.4"
"2016-Q4","services","financial and insurance services","production and transport operators, cleaners and labourers","-"
"2016-Q4","services","real estate services","total","2.5"
"2016-Q4","services","real estate services","professional, managers, executive and technicians","1.8"
"2016-Q4","services","real estate services","clerical, sales and services workers","3"
"2016-Q4","services","real estate services","production and transport operators, cleaners and labourers","2.9"
"2016-Q4","services","professional services","total","2.1"
"2016-Q4","services","professional services","professional, managers, executive and technicians","2.3"
"2016-Q4","services","professional services","clerical, sales and services workers","2"
"2016-Q4","services","professional services","production and transport operators, cleaners and labourers","0.5"
"2016-Q4","services","administrative and support services","total","3.3"
"2016-Q4","services","administrative and support services","professional, managers, executive and technicians","3.4"
"2016-Q4","services","administrative and support services","clerical, sales and services workers","4.2"
"2016-Q4","services","administrative and support services","production and transport operators, cleaners and labourers","2.7"
"2016-Q4","services","community, social and personal services","total","2.8"
"2016-Q4","services","community, social and personal services","professional, managers, executive and technicians","3.1"
"2016-Q4","services","community, social and personal services","clerical, sales and services workers","2.3"
"2016-Q4","services","community, social and personal services","production and transport operators, cleaners and labourers","1.9"
"2016-Q4","others","others","total","1.8"
"2016-Q4","others","others","professional, managers, executive and technicians","1.2"
"2016-Q4","others","others","clerical, sales and services workers","-"
"2016-Q4","others","others","production and transport operators, cleaners and labourers","2.4"
"2017-Q1","total","total","total","2.3"
"2017-Q1","total","total","professional, managers, executive and technicians","2.5"
"2017-Q1","total","total","clerical, sales and services workers","2.8"
"2017-Q1","total","total","production and transport operators, cleaners and labourers","1.7"
"2017-Q1","manufacturing","food, beverages and tobacco","total","1.9"
"2017-Q1","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","1.8"
"2017-Q1","manufacturing","food, beverages and tobacco","clerical, sales and services workers","2.3"
"2017-Q1","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","1.7"
"2017-Q1","manufacturing","paper,rubber,plastic products and printing","total","1.8"
"2017-Q1","manufacturing","paper,rubber,plastic products and printing","professional, managers, executive and technicians","1.8"
"2017-Q1","manufacturing","paper,rubber,plastic products and printing","clerical, sales and services workers","-"
"2017-Q1","manufacturing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers","1.9"
"2017-Q1","manufacturing","petroleum, chemical and pharmaceutical products","total","1.5"
"2017-Q1","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","1.7"
"2017-Q1","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2017-Q1","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","1"
"2017-Q1","manufacturing","fabricated metal products, machinery and equipment","total","1.3"
"2017-Q1","manufacturing","fabricated metal products, machinery and equipment","professional, managers, executive and technicians","1.6"
"2017-Q1","manufacturing","fabricated metal products, machinery and equipment","clerical, sales and services workers","0.8"
"2017-Q1","manufacturing","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers","1.2"
"2017-Q1","manufacturing","electronic, computer and optical products","total","3.7"
"2017-Q1","manufacturing","electronic, computer and optical products","professional, managers, executive and technicians","2.1"
"2017-Q1","manufacturing","electronic, computer and optical products","clerical, sales and services workers","-"
"2017-Q1","manufacturing","electronic, computer and optical products","production and transport operators, cleaners and labourers","5.8"
"2017-Q1","manufacturing","transport equipment","total","1.2"
"2017-Q1","manufacturing","transport equipment","professional, managers, executive and technicians","1.6"
"2017-Q1","manufacturing","transport equipment","clerical, sales and services workers","1.1"
"2017-Q1","manufacturing","transport equipment","production and transport operators, cleaners and labourers","1"
"2017-Q1","manufacturing","other manufacturing industries","total","1.3"
"2017-Q1","manufacturing","other manufacturing industries","professional, managers, executive and technicians","1.5"
"2017-Q1","manufacturing","other manufacturing industries","clerical, sales and services workers","-"
"2017-Q1","manufacturing","other manufacturing industries","production and transport operators, cleaners and labourers","1.2"
"2017-Q1","construction","construction","total","0.5"
"2017-Q1","construction","construction","professional, managers, executive and technicians","1"
"2017-Q1","construction","construction","clerical, sales and services workers","1"
"2017-Q1","construction","construction","production and transport operators, cleaners and labourers","0.4"
"2017-Q1","services","wholesale and retail trade","total","2.6"
"2017-Q1","services","wholesale and retail trade","professional, managers, executive and technicians","2.6"
"2017-Q1","services","wholesale and retail trade","clerical, sales and services workers","2.8"
"2017-Q1","services","wholesale and retail trade","production and transport operators, cleaners and labourers","2"
"2017-Q1","services","transportation and storage","total","2.1"
"2017-Q1","services","transportation and storage","professional, managers, executive and technicians","1.8"
"2017-Q1","services","transportation and storage","clerical, sales and services workers","1.9"
"2017-Q1","services","transportation and storage","production and transport operators, cleaners and labourers","2.5"
"2017-Q1","services","accommodation and food services","total","3.9"
"2017-Q1","services","accommodation and food services","professional, managers, executive and technicians","3.2"
"2017-Q1","services","accommodation and food services","clerical, sales and services workers","3.9"
"2017-Q1","services","accommodation and food services","production and transport operators, cleaners and labourers","5"
"2017-Q1","services","information and communications","total","3.8"
"2017-Q1","services","information and communications","professional, managers, executive and technicians","4.1"
"2017-Q1","services","information and communications","clerical, sales and services workers","2.3"
"2017-Q1","services","information and communications","production and transport operators, cleaners and labourers","-"
"2017-Q1","services","financial and insurance services","total","2.8"
"2017-Q1","services","financial and insurance services","professional, managers, executive and technicians","2.8"
"2017-Q1","services","financial and insurance services","clerical, sales and services workers","2.9"
"2017-Q1","services","financial and insurance services","production and transport operators, cleaners and labourers","-"
"2017-Q1","services","real estate services","total","2.2"
"2017-Q1","services","real estate services","professional, managers, executive and technicians","1.6"
"2017-Q1","services","real estate services","clerical, sales and services workers","2.8"
"2017-Q1","services","real estate services","production and transport operators, cleaners and labourers","2.5"
"2017-Q1","services","professional services","total","2.3"
"2017-Q1","services","professional services","professional, managers, executive and technicians","2.5"
"2017-Q1","services","professional services","clerical, sales and services workers","2"
"2017-Q1","services","professional services","production and transport operators, cleaners and labourers","1.1"
"2017-Q1","services","administrative and support services","total","3.1"
"2017-Q1","services","administrative and support services","professional, managers, executive and technicians","2.7"
"2017-Q1","services","administrative and support services","clerical, sales and services workers","4.1"
"2017-Q1","services","administrative and support services","production and transport operators, cleaners and labourers","2.5"
"2017-Q1","services","community, social and personal services","total","2.7"
"2017-Q1","services","community, social and personal services","professional, managers, executive and technicians","2.8"
"2017-Q1","services","community, social and personal services","clerical, sales and services workers","2.5"
"2017-Q1","services","community, social and personal services","production and transport operators, cleaners and labourers","2.1"
"2017-Q1","others","others","total","1.7"
"2017-Q1","others","others","professional, managers, executive and technicians","1.3"
"2017-Q1","others","others","clerical, sales and services workers","-"
"2017-Q1","others","others","production and transport operators, cleaners and labourers","2.5"
"2017-Q2","total","total","total","2.5"
"2017-Q2","total","total","professional, managers, executive and technicians","2.8"
"2017-Q2","total","total","clerical, sales and services workers","2.9"
"2017-Q2","total","total","production and transport operators, cleaners and labourers","1.7"
"2017-Q2","manufacturing","food, beverages and tobacco","total","2.1"
"2017-Q2","manufacturing","food, beverages and tobacco","professional, managers, executive and technicians","1.8"
"2017-Q2","manufacturing","food, beverages and tobacco","clerical, sales and services workers","3.1"
"2017-Q2","manufacturing","food, beverages and tobacco","production and transport operators, cleaners and labourers","1.7"
"2017-Q2","manufacturing","paper,rubber,plastic products and printing","total","1.7"
"2017-Q2","manufacturing","paper,rubber,plastic products and printing","professional, managers, executive and technicians","1.5"
"2017-Q2","manufacturing","paper,rubber,plastic products and printing","clerical, sales and services workers","-"
"2017-Q2","manufacturing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers","2"
"2017-Q2","manufacturing","petroleum, chemical and pharmaceutical products","total","1.5"
"2017-Q2","manufacturing","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians","1.5"
"2017-Q2","manufacturing","petroleum, chemical and pharmaceutical products","clerical, sales and services workers","-"
"2017-Q2","manufacturing","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers","1.4"
"2017-Q2","manufacturing","fabricated metal products, machinery and equipment","total","1.3"
"2017-Q2","manufacturing","fabricated metal products, machinery and equipment","professional, managers, executive and technicians","1.6"
"2017-Q2","manufacturing","fabricated metal products, machinery and equipment","clerical, sales and services workers","0.8"
"2017-Q2","manufacturing","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers","1.2"
"2017-Q2","manufacturing","electronic, computer and optical products","total","2.8"
"2017-Q2","manufacturing","electronic, computer and optical products","professional, managers, executive and technicians","3.3"
"2017-Q2","manufacturing","electronic, computer and optical products","clerical, sales and services workers","-"
"2017-Q2","manufacturing","electronic, computer and optical products","production and transport operators, cleaners and labourers","2.3"
"2017-Q2","manufacturing","transport equipment","total","1.1"
"2017-Q2","manufacturing","transport equipment","professional, managers, executive and technicians","2.3"
"2017-Q2","manufacturing","transport equipment","clerical, sales and services workers","1.2"
"2017-Q2","manufacturing","transport equipment","production and transport operators, cleaners and labourers","0.5"
"2017-Q2","manufacturing","other manufacturing industries","total","1.6"
"2017-Q2","manufacturing","other manufacturing industries","professional, managers, executive and technicians","1.9"
"2017-Q2","manufacturing","other manufacturing industries","clerical, sales and services workers","-"
"2017-Q2","manufacturing","other manufacturing industries","production and transport operators, cleaners and labourers","1.6"
"2017-Q2","construction","construction","total","0.6"
"2017-Q2","construction","construction","professional, managers, executive and technicians","1.4"
"2017-Q2","construction","construction","clerical, sales and services workers","0.8"
"2017-Q2","construction","construction","production and transport operators, cleaners and labourers","0.4"
"2017-Q2","services","wholesale and retail trade","total","2.6"
"2017-Q2","services","wholesale and retail trade","professional, managers, executive and technicians","2.5"
"2017-Q2","services","wholesale and retail trade","clerical, sales and services workers","2.8"
"2017-Q2","services","wholesale and retail trade","production and transport operators, cleaners and labourers","2.1"
"2017-Q2","services","transportation and storage","total","2.5"
"2017-Q2","services","transportation and storage","professional, managers, executive and technicians","1.9"
"2017-Q2","services","transportation and storage","clerical, sales and services workers","1.7"
"2017-Q2","services","transportation and storage","production and transport operators, cleaners and labourers","3.4"
"2017-Q2","services","accommodation and food services","total","4.4"
"2017-Q2","services","accommodation and food services","professional, managers, executive and technicians","3.5"
"2017-Q2","services","accommodation and food services","clerical, sales and services workers","4.4"
"2017-Q2","services","accommodation and food services","production and transport operators, cleaners and labourers","5.9"
"2017-Q2","services","information and communications","total","4.5"
"2017-Q2","services","information and communications","professional, managers, executive and technicians","4.8"
"2017-Q2","services","information and communications","clerical, sales and services workers","2.9"
"2017-Q2","services","information and communications","production and transport operators, cleaners and labourers","-"
"2017-Q2","services","financial and insurance services","total","3.1"
"2017-Q2","services","financial and insurance services","professional, managers, executive and technicians","3.2"
"2017-Q2","services","financial and insurance services","clerical, sales and services workers","2.4"
"2017-Q2","services","financial and insurance services","production and transport operators, cleaners and labourers","-"
"2017-Q2","services","real estate services","total","2"
"2017-Q2","services","real estate services","professional, managers, executive and technicians","1.8"
"2017-Q2","services","real estate services","clerical, sales and services workers","2.2"
"2017-Q2","services","real estate services","production and transport operators, cleaners and labourers","2.1"
"2017-Q2","services","professional services","total","2.3"
"2017-Q2","services","professional services","professional, managers, executive and technicians","2.7"
"2017-Q2","services","professional services","clerical, sales and services workers","2.2"
"2017-Q2","services","professional services","production and transport operators, cleaners and labourers","0.6"
"2017-Q2","services","administrative and support services","total","3.4"
"2017-Q2","services","administrative and support services","professional, managers, executive and technicians","4"
"2017-Q2","services","administrative and support services","clerical, sales and services workers","4.1"
"2017-Q2","services","administrative and support services","production and transport operators, cleaners and labourers","2.8"
"2017-Q2","services","community, social and personal services","total","2.9"
"2017-Q2","services","community, social and personal services","professional, managers, executive and technicians","3.1"
"2017-Q2","services","community, social and personal services","clerical, sales and services workers","2.5"
"2017-Q2","services","community, social and personal services","production and transport operators, cleaners and labourers","2.1"
"2017-Q2","others","others","total","2.4"
"2017-Q2","others","others","professional, managers, executive and technicians","2"
"2017-Q2","others","others","clerical, sales and services workers","-"
"2017-Q2","others","others","production and transport operators, cleaners and labourers","3.1"
"2017-Q3","total","total","total","2.5"
"2017-Q3","total","total","professional, managers, executive and technicians","2.5"
"2017-Q3","total","total","clerical, sales and services workers","3.3"
"2017-Q3","total","total","production and transport operators, cleaners and labourers","1.9"
"2017-Q3","manufacturing","food, beverages and tobacco","total","1.9"
